YORUM,URUN_KALITESI,PAKETLEME/TESLIMAT,FIYAT/PERFORMANS,URUN_TASARIMI
sabahları kahvaltıdan 1 saat kadar önce içiyorum iştahımı kapatıyoracıktırmıyor böylece kilo vermeme yardımcı oluyor,0.0,0.0,0.0,0.0
tadı çok iyi ve ağır değil. ödem atmama yardımcı oluyor 💖,1.0,0.0,0.0,0.0
içimi güzel biraz iştahımı kesti,1.0,0.0,0.0,0.0
bu kahve sayesine ödem topladığımı hatırlamıyorum içimi yumuşak ve güzelbence severek tüketiyorum ve memnunum,1.0,0.0,0.0,0.0
tadını beğendim diyet ve spor programımla birlikte kullanıyorummetabolizmayı hızlandırıyor ödemlerimden kurtuldum,1.0,0.0,0.0,0.0
sabahları aç karnına içiyorum hem iştah kesiyor hemde ödem atmamıhızlandırdı aynı şekilde de gün boyu su içme isteğimi artırdı tadı da güzel,1.0,0.0,0.0,0.0
deneyip yorumu güncellicem kutu biraz küçük geldi sanki,0.0,0.0,0.0,1.0
yaklasık 1 hafta oldu alalı pek etkısını goremedım. ben 1 fıncan sıcaksuya ıcındekı olcegı kullanarak 1 olcek atarak içiyorum tadı güzelkokusu nescafe gibi.,1.0,0.0,0.0,0.0
geldi denicem bizde ise yaramadi hic,1.0,0.0,0.0,0.0
baya iyi 1 hafta olmadan 2 kilo ya veda ettim,1.0,0.0,0.0,0.0
tadı kokusu muhteşem gerçekten kahve bağımlısıyım hergün 3 fincaniçiyorum çok memnunum,1.0,0.0,0.0,0.0
tadı çok güzel,1.0,0.0,0.0,0.0
guzel begendim,1.0,0.0,0.0,1.0
kahveniz bende alerji yaptı kahveyi içtikten sonra bütün kollarımkizardi ayrıca kahvenin tadı ve rengi bir değişik,1.0,0.0,0.0,0.0
şu anlık iyi zaten diyet deydim bitirim yorumu guncellicem,0.0,0.0,0.0,0.0
çok güzel tokluk hissi veriyor ve kahvenin içimi çok yumuşak benceherkes şans vermeli,1.0,0.0,0.0,0.0
ürün yeni deniyecem abartıldığını düşünüyorum ve bu şekilde ezik geldi,1.0,1.0,0.0,1.0
"form kahvesini birkaç haftadır düzenli olarak kullanıyorum vesonuçlardan çok memnunum. kahve lezzeti harika, günlük enerji ihtiyacımıkarşılıyor. ayrıca, iştahımı azalttığını ve kilo verme sürecime yardımcıolduğunu hissediyorum. hazırlaması da çok pratik; hemen hemen her zamanyanımda taşıyabiliyorum.",1.0,0.0,0.0,0.0
çok iyi gerçekten iştahımı kesti,1.0,0.0,0.0,0.0
"i̇çimi harika çok güzel bir diyet kahvesi, ikram ettiğim arkadaşlarım daçok beğendiler etiket içerik bilgisi de mükemmel severek tüketiyorum",1.0,1.0,0.0,0.0
arkadaşımın düzenli kullanımda ödemlerinden kurtulduğu bu ürünü bendedenemek için aldım. yeni kullanmaya başladım sonuç ne olur bilemem amaiçimi çok güzel bir kahve 👌🏻,1.0,0.0,0.0,0.0
"diyet yaptığım zamanlarda kullanıyorum,zayiflamama yardımcı oluyor,hızlıödem atmamı sağlıyor,tadı kokusu çok güzel.",1.0,0.0,0.0,0.0
ürünü denemeye daha fırsatım olmadı ancak kargo yamulmuş bir şekildeelime ulaşt. güncelleme: tokluk hissi oluşturmuyor ama denemeye devam edeceğim,0.0,1.0,0.0,0.0
yani tatlandırıcı bir kahve iştah kapattığını söyleyemem maalesef .bendeişe yaramadı.,1.0,0.0,0.0,0.0
kilo problemim vardı bu ürünü kullanıyorum  kilo vermeye başladımtadınıda güzel çok güzel bir ürün,1.0,0.0,0.0,0.0
form için aldım bu kahveyi 8 farklı içeriği var yumuşak içimli birkaçhafta içerisinde vücudumda gözle görülür bir fark yarattı beğendim,1.0,0.0,0.0,0.0
yaklaşık bir aydır kullanıyorum çok güzel tokluk hissi veriyor,1.0,0.0,0.0,0.0
i̇ştah kapatıyor gerçekten sevdim umarım kilo gider,1.0,0.0,0.0,0.0
diyette kullanıyorum oldukça içimi rahat tadı güzel tok tutuyor,1.0,0.0,0.0,0.0
kilo verme surecimde kullanmaya başladığım bir kahve düzenli kullanımdaödem oluşumunu engelliyor ve kilo vermeme yardımcı oluyor,1.0,0.0,0.0,0.0
kahve sever biri olarak favorim oldu hem ödem attırıyor hem tadı faydasıgüzel içimide yumuşak severek tüketiyorum,1.0,0.0,0.0,0.0
içeriği doğal tadı çok güzel teşekkür ediyorum faydasını görmeye başladım,1.0,0.0,0.0,0.0
sabah içiyorum hem tok kalıyorum da kilo veriyorum. tadı gerçektengüzel. paketleme sorunsuzdu teşekkürler,1.0,1.0,0.0,0.0
içimi güzel tadı hoş formumuzu korumak ve farklı bir tat arıyor isenizbu ürün tam sizlik hem kahve içip hem de formda kalıyoruz bayıldım.,1.0,0.0,0.0,0.0
kahve düşkünü biriyimdir hem bir yerden kahve içiyorum hemde diyetimeyardımcı oluyor . günlük kullanım için ideal,1.0,0.0,0.0,0.0
tadını çok sevdim böyle kahveler genelde çok güzel olmaz bittikçealacağım kahvelerden birisi formum için bire bir,1.0,0.0,0.0,0.0
diyet yaparken kullanıyorum ödemlerimi atmama çok yardımcı oluyor,1.0,0.0,0.0,0.0
çok güzel ödem attırıyor. tadıda güzel ve hafif ama çok baş ağrısıyapıyor neden bilmiyorum,1.0,0.0,0.0,0.0
sporla beraber kullanıyorum kahveyi baya faydasını gördüm . i̇ş yerindekiarkadaşıma da sipariş verdik.  bol su ve sporla istenmeyen kilolargidiyor .,1.0,0.0,0.0,0.0
sahane bir urun alin aldirin,1.0,0.0,0.0,0.0
içeriği çok temiz bir ürün severek kullanıyorum çok güzel ödem artırıyortadı da normal kahve gibi içimi kolay,1.0,0.0,0.0,0.0
ilk çıkarılan ürününüz daha güzeldi hem tat hem iştah azaltma ve yağyakma konusinda spirulina ise yaramiyor maalesef bir an önce l carnetinnve kolejen serisini çıkarın,1.0,0.0,0.0,0.0
bu ürün orjinalmi şüphem var  .yemyeşil ot rengi gibi oluyor yarım saatkarıştırıyorsun kahve rengine dönüyor gramaj çok az bu ücrete göre çokaz miktarı,1.0,0.0,1.0,1.0
dönem dönem şişkinlik sorunu yaşıyordum ama detox kahvesinitukettigimden beri şişkinlik problemim kalmadı tadı da çok güzel,1.0,0.0,0.0,0.0
kısa sürede  elime ulaştı daha denemedım,0.0,1.0,0.0,0.0
paketleme kargo çok iyiydi,0.0,1.0,0.0,0.0
kahvenin kokusu kıvamı çok güzel ikinci alışım memnun kaldım zayıflamaetkisini gördüm,1.0,0.0,0.0,0.0
yani çok az var kutuda ancak iştahsızlık yaptığı doğru keşke biraz fazla olsaydı,1.0,0.0,1.0,1.0
tok tutması çok iyi iştahım da azaldı düzenli kullanımda kendimi dahahafif hissediyorum memnun kaldım kullanmaya devam edeceğim,1.0,0.0,0.0,0.0
gün içinde kahve içmeyi çok seviyorum.  bu kahvenin içeriği çok zengin.detoks özelliği var.  yumuşak içimli tadını sevdim.,1.0,0.0,0.0,0.0
tadı kokusu harika. yumusak içimli. su içme isteğini arttırıyor. ödematmaya ve kilo vermeye yardımcı oluyor,1.0,0.0,0.0,0.0
form kahvesi sayesinde baya kilo verdim detoks içecek farklı bir üründenemek isteyenler bu ürüne şans verebilir gerçekten işe yarıyor ve çokuygun fiyatlı boyut olarakta yeterli büyüklükte uzun ömürlü bir ürüntavsiye ederim,1.0,0.0,1.0,1.0
daha kullanmaya başlamadım,0.0,0.0,0.0,0.0
güzel yeni aldım,1.0,0.0,0.0,0.0
ürun sorunsuz elime ulastı,1.0,1.0,0.0,0.0
"her sabah akşam mutlaka içiyorum, gerçekten çok güzel bir ürün. tadı daçok güzel etkisi de, kullanmaya başladığımdan beri fark ediliyor",1.0,0.0,0.0,0.0
hem kahve içip hem zayıflıyorum kahvenin tadı da çok güzel gerçektenkısa sürede istedigim vücuda kavuşacağıma eminim,1.0,0.0,0.0,0.0
faydasını gördüm istediğim kiloya sayip aldum iyiki almışım teşekkürler,1.0,0.0,0.0,0.0
diyete başladığım için bana uygun kahveyi arıyordum onuda buldum tadı veiçimi çok güzel. odemlerim gidiyor bu kahveyi içince beni tok tutuyor,1.0,0.0,0.0,0.0
kahvenin tadına bayıldım. kahveiçerek zayıflamak harika sabaılatı açkarjına tüketiyorum ödemem atmamda aşırı yardıncı oluyor,1.0,0.0,0.0,0.0
tadı filan güzel ve zayıflatma etkiside çok iyi beğendim şahsen etkisini,1.0,0.0,0.0,0.0
hiç bir işe yaramıyor 1kutu bitti ikinci deyim oda aldım boşa gitmesindiye tüketiyorum ayrıca 1kutu 9 gün anca yetiyor,1.0,0.0,0.0,1.0
kahve seven biri olarak bayıldım aç karnına tüketiyorum tokluk hissi veriyor,1.0,0.0,0.0,0.0
yorumlara göre aldım bakalım denemek için sabırsızlanıyorum,0.0,0.0,0.0,0.0
"her sabah mutlaka içiyorum, gerçekten çok güzel bir ürün. tadı da çokgüzel etkisi de, kullanmaya başladığımdan beri kilo vermeye başladım",1.0,0.0,0.0,0.0
"ablam için aldım, sorduğumda çok memnun kaldığını söyledi, zaten kahveyiçok seviyor bir de böyle bir şey olunca bayıla bayıla içiyor.",1.0,0.0,0.0,0.0
süper ürəyim ❤️,0.0,0.0,0.0,0.0
"diyetime destek için aldım güzel kilolar verdim tokluk hissi 10 saatgibii bir süre var,",1.0,0.0,0.0,0.0
iştahı kesiyor metabolizmayı hızlandıran bir ürün düzenli kullanıyorumgözle görülür bir şekilde etkisi oldu,1.0,0.0,0.0,0.0
sabahları aç karnına mutlaka içiyorum  duzenlı kullanımda fark oluyortadını begendım etkısı güzel,1.0,0.0,0.0,0.0
tadından tedirgin bir şekilde sipariş vermiştim ama beklediğim gibiolmadı. yumuşak bir içimi var. sevdim. ara öğünlerde içiyorum,1.0,0.0,0.0,0.0
türk kahveci olarak bu kahveyi beğendim içimi güzel satıcıya teşekkür ediyorum,1.0,0.0,0.0,0.0
ürün teslim edildi diyor ama sipariş verdiğim yerde yok,0.0,0.0,0.0,0.0
içeriği güzel kahvesever biri olarak detox kahve tercihimdir beğenerektüketiyorum ve faydasını görüyorum,1.0,0.0,0.0,0.0
tam bir saçmalık kutusu küçücük tadı yok tok falanda tutmuyor bu parayadegmez tarçinli türk kahvesine devam,1.0,0.0,1.0,1.0
o kadar az ki alırken hiç gramına bakmamıştım 100gr mış en fazla 2haftagitmez inşallah işe yarar,0.0,0.0,0.0,1.0
"hem kahvemi keyifle içiyorum hemde formda kalıyorum, tadı da etkisi de şahane",1.0,0.0,0.0,0.0
diyet yaparken içiyorum daha kolay ve hızlı kilo vermemi sağlıyor.tadını da beğendim çok güzel,1.0,0.0,0.0,0.0
yeni geldi nasıl daha bilmiyorum deneyip yazarım,0.0,0.0,0.0,0.0
diyet yapıyorum aynı zamanda bu kahveyi  tüketiyorum şişkinliğimiödemimi aldı çok  memnunum severek kullanıyorum.,1.0,0.0,0.0,0.0
ödem atmama yardımcı oldu içerisinde 8 farklı kahve var çok beğendimgünlük iciyorum,1.0,0.0,0.0,0.0
ürün elime sorunsuz bir şekilde ulaştı kullanmaya başladım aynı şekildeetkisini de görmeye başladım kullandıkça yorumumu tekrar guncelleyecegim,1.0,1.0,0.0,0.0
özlem öz'ün  tavsiyesi ile aldım tadı kötü ve böbreğime ağrı yaptıparanızı ve sağlığınızı düşünüp almayın,1.0,0.0,1.0,0.0
kahvenin tadı güzel kokusu da çok güzel,1.0,0.0,0.0,0.0
hiç bir tok tutma etkisi yok bildiğiniz filtre kahve sadece pahallısı okadar,0.0,0.0,1.0,0.0
reklamlara kanıp almayın hiç bir işe yaramıyor 👎,1.0,0.0,1.0,0.0
kahvenin tadı ve kokusu çok güzel kilo vermeye yardımcı oluyor  toktutuyor iştahımıda kesiyor güzel bir ürün teşekkürler,1.0,0.0,0.0,0.0
kahve kutu açınca içinde paket olarak ve kutuya dökünce yarısı kadaranca çok az bu fiyata değer mi bilmiyorum 1 ay yetmeye de bilir gibideneyip yazacağım özlem öz güvenerek aldım.,0.0,1.0,1.0,1.0
tadı nescafee gibi daha deneme aşamasındayım bakalım kilolar gidecek mi,1.0,0.0,0.0,0.0
"kesinlikle almayın ! diyet yaparak iradeli bir şekilde sabahlarıkullandım sadece, hiçbir işe yaramadığı gibi regli gecikmesi yaşattı(düzenli bir döngüm var.) bir aylık kullanım dedikleri 1 kutu bile biray yetmiyor.",1.0,0.0,0.0,1.0
daha yeni başladım umarım faydasını görebilirim,0.0,0.0,0.0,0.0
kahve içmeyi çok seviyorum hem kahve ihtiyacimi karşılamak hemde ödematmak için aldım çok başarılı bir ürün tadida çok lezzetli severek kullanıyorum,1.0,0.0,0.0,0.0
2 gün oldu kullanmaya başlayalı gayet ıyı zaten çook şu içen biri idimşuan katı katını içiyorum cukulata tatlı yemedım hiç canım istemiyoryemeden duramazdım 1 aylık sonuç yazıcam 84 kılo ile başladım,1.0,0.0,0.0,0.0
gerçekten iştah kesiyor,1.0,0.0,0.0,0.0
1 aydır kullanıyorum diyetin yanında.  etkisi gerçekten çok iyi. tekyapmanız gereken düzenli kullanmak,1.0,0.0,0.0,0.0
deneyip görecez bakalım paketleme ve ulaşım güzeldi 100gr deniliyo amagerçekten kutunun yarısında bile diil 1 aylık yeteceğini sanmıyorum amakullandıktan sonra güncelleme yapcam,0.0,1.0,0.0,1.0
bugün  başlayalı  2. gün  ağız kuruluyu  yaptığı  doğru  su  içmeistediğini  arttırıyor  ilerleyen  zamanlarda  inşallah  etkisinigörürüm ama 100 gram olması çok  az maleseff  10 -15 günlük yeter yetmezyani  alındığı  zaman  en az 3 kutu alınması lazım  bence,1.0,0.0,1.0,1.0
bence de gülmek için kahve içmek en sevdiğim yöntem. kullandığındakendimi tok hissediyorum. tadını da çok beğendim,1.0,0.0,0.0,0.0
içeriğinden dolayı tadından emin olamamistim sipariş verirken ama gayetlezzetli içimi hafif tadı guzeldi,1.0,0.0,0.0,0.0
mükemmel ötesi,1.0,0.0,0.0,0.0
"bende yorumlara bakarak aldım, çalıştığım doktora gösterdim içeriğinebaktı kesinlikle icmemi önermedi  . içinde kahve denen bişe yok sadeceyağ oranı fazla iki kez ictim fakat hiç faydasını görmedim. kesinliklealmayın aldırmayın yorumlara da inanmayın",1.0,0.0,0.0,0.0
"içerisindeki 8 farklı kahve sayesinde çok güzel ödem attırıyor ve hem detok tutuyor,... ürünü spor yaparken kullanıyorum bana faydasını çok gördüm",1.0,0.0,0.0,0.0
hiç tok tutmuyor inanmayın  fenomen özlem öz tavsiyesiyle aldım hiçbişeye yaramıyor paranızı boşa harcamayın,1.0,0.0,1.0,0.0
denemek için aldım tadı çok güzel düzenli kullanımda çok fark gördüm çokgüzel yağ yakıyor göbek bölgesinde çok etkili,1.0,0.0,0.0,0.0
mükemmel ötesi kahvenin tadı 2 günde bile faydası oldu şiddetle tavsiyeederim ..,1.0,0.0,0.0,0.0
tadı ve kokusu çok güzel kilo vermeye yardımcı oluyor rahat bir içimivar güzel bir ürün teşekkürler,1.0,0.0,0.0,0.0
"önceki kolejenli olanla ilgisi yok, tadı çok kötü iade ettim, öncekigelirse tekrar alırım",1.0,0.0,0.0,0.0
ürün iştahımı kesiyor düzenli olarak kullanıyorum ve fazla kilolarımdankurtuldum sindirim sistemimi de hızlandırıyor çok severek kullanıyorum,1.0,0.0,0.0,0.0
suanlik memnunum içtiğim gibi iştahım kapatıyor ikinci siparişim verdim,1.0,0.0,0.0,0.0
tavsiye üzerine sipariş oluşturdum çok memnun kaldım gün boyu toktutuyor iştahım kapandı tadınıda çok beğendim,1.0,0.0,0.0,0.0
kahve öyle abartıldığı gibi iştah kapatmadı fakat bol bol terletiyor,0.0,0.0,0.0,0.0
güzel içerikli iyi bir kahve. tadı da iyi.  i̇çimi zor değil. günde birfincan tamam.,1.0,0.0,0.0,0.0
arkadaşımın tavsiyesi ile almıştım içeriğini çok beğendim ayrıca ödematmamı sağladı,1.0,0.0,0.0,0.0
içimi yumuşak bir kahve gün boyu etkili tokluk hissi veriyor,1.0,0.0,0.0,0.0
diyet yaparken kullanıyorum kilo vermeye yardımcı oluyor iştahımıkesiyor tadıda çok güzel beğenerek kullanıyorum teşekkürler,1.0,0.0,0.0,0.0
bu kahveyi içtiğimden beri tokluk hissi veriyor tadı güzel kilo vermemdeyardımcı oldu,1.0,0.0,0.0,0.0
sabah akşam düzenli kullanımda faydası oluyor,1.0,0.0,0.0,0.0
tadı çok güzel değil ama,1.0,0.0,0.0,0.0
sarı kapaklı ne zaman gelecek,0.0,0.0,0.0,0.0
kahve yeni geldi 2 gundur kullaniyorum içimi cok yumusak ve güzel kiloverdirip verdirmedigini ilerleyen zamanda guncelleme yapacagim.,1.0,0.0,0.0,0.0
öne çıksın diye yazıyorum ilk kahve sarı kapaklıyla 8kilo verdim amasonraki daha cok iştah açıyo lütfen içeriğini değiştirin hiçbir işeyaramıyo.feridun kunagın vioje kahvesini aldım direk iştah kesti daha etkiliydi,1.0,0.0,0.0,0.0
kahve süper..sabahları aç karnına içiyorum ben o şekilde ayarladım amainanılmaz tok tutuyor düzenli kullanım ile istediğim kiloya ineceğime bukahve ile eminim tadıda cok güzel👍,1.0,0.0,0.0,0.0
"spirulinalı kahveyi, yorumlara bakarak tereddütle aldım ama hiç öyledeğil, tadını da, etkisini de beğendim.",1.0,0.0,0.0,0.0
her gün kullanıyorum ödemelerime kilo vermemde çok etkisi oldu bendebirinin tavsiyesi üzerine almıştım iyi ki almışım,1.0,0.0,1.0,0.0
ürünü düzenli şekilde kullandım ve çok etkisini gösterdi. diyettekullanıyorum vermediğim kiloları verdim. tadı harika  içimi yumuşak sevdim,1.0,0.0,0.0,0.0
bu kullandığım ikinci kutu herhangi bir etkisi olmadı tokluk hissivermiyor tam tersi daha acıkıyorum,1.0,0.0,0.0,0.0
"tadına ve kokusuna hayran kaldım, sabahları ve akşamları aç karnınabüyük bir keyifle içiyorum zayıflamama ve formda kalmama yardımcı oluyor",1.0,0.0,0.0,0.0
güzel beğendim,1.0,0.0,0.0,1.0
beğenmedim,1.0,0.0,0.0,0.0
yeni ulaştı elime kullandıkça bilgi güncelleme yapacağım,0.0,0.0,0.0,0.0
kahvenin içini güzel form kahvesi olunca tok tutma özelliği de variçeriği güzel sindirim sistemine de çok iyi geldi diyebilirim düzenliolarak kullanmaya devam ediceğim memnum kaldım,1.0,0.0,0.0,0.0
fena dgl  içiyorum,1.0,0.0,0.0,0.0
diyet döneminde destek amaçlı kullanıyorum ödem atmam da çok büyüketkisi oldu tadını da sevdim memnunum,1.0,0.0,0.0,0.0
2 haftadır kullanıyorum çok çok iyii 3 kilo vermişim bile düzenlikullanımda mükemmel etkiii 👌🏼😍,1.0,0.0,0.0,0.0
her sabah aç karnına içiyorum tadı o kadar güzel ki zayıflatma icindeetkisi var çok beğendim teşekkürler,1.0,0.0,0.0,0.0
kullanmaya başladık faydası olursa yenilerim,0.0,0.0,0.0,0.0
kahvenin tadı güzel gerçekten kokusu her şeyi çok iyi ama iştahkapattığı söylenemez fark yok üzgünüm,1.0,0.0,0.0,0.0
özlem öz tavsiyesi ile almıştım.çöpe attım.beni mahvetti midem bulandıiştahımı çok açtı. eşim daha çok zarara giriyorum dedi.ne aklıma gelsene görsem istedim. 1 hafta kullandım.çalisiyorum iş yerindekiarkadaşlarım şok oldular o kadar çok yemeye başladım ki at bunudediler.acaba neden kendi zayıflama ürününü öner miyor özlem hanim,1.0,0.0,1.0,0.0
ürün elime ulaştığı gün 26 eylül hemen sabah aç karnına içtim ve bütüngün tok tuttu beni akşamları da yemekten önce içtim  ve böyle ve 15günde 2kilo verdim tadı çok güzel ben beğendim kullancak olanlaratavsiyem denemeliler bence,1.0,0.0,0.0,0.0
yeni actim tadı güzel içilebilir,1.0,0.0,0.0,0.0
bugün 5.gunüm 63.75 idim bu sabah tartıldım 62.25 olmuşum çok hızlı kiloverdirmiyor bence çünkü ekmek yemeği ve abur cuburu kestim normalde debu kadar verirdim.cok su iciriyor iştahımı bir tık kesti ve çok sıkküçük tuvalete çıkarıyor ayrıca yorgunluk hissimi aldı geçen bı saatuykuyla günü bitirdim kendime sasirdim deneyimlerim böyle bı ay sonundakilomu guncellerim,0.0,0.0,0.0,0.0
ürün çok güzel  gerçekten tok tutuyor alın süper,1.0,0.0,0.0,0.0
sabahları kalktığımda ilk yaptığım kahvemi içmek oluyor. diyetime destekoldu. tüm gün acıkmıyorum resmen.,1.0,0.0,0.0,0.0
tadı güzel metabolizmamı hızlandırmaya yardımcı oldu severek tüketiyorum,1.0,0.0,0.0,0.0
"sipirilluna içerikli olduğu olduğu için tercih ettim, hem diyet hemdetox hem savunma sistemimi güçlendiriyor içimi yumuşak güzel bir kahveseverek tüketiyorum",1.0,0.0,0.0,0.0
diyetime ek olarak da bu kahveyi içiyorum.i̇çimi hafif ama etkisigerçekten çok iyi .,1.0,0.0,0.0,0.0
önceki kahveniz de kolajen vardı bu üründe yok neden acaba,1.0,0.0,0.0,0.0
yazın çok kilo aldım tatilde bunun içimi çok yumuşak ve şimdidenşişkinlik gitti tsk,1.0,0.0,0.0,0.0
gelen ürün ilk alıp kilo verdiğim ile aynı değil dikkat edip siparis verin,1.0,0.0,0.0,0.0
ablalarım deneyecek görecez bakalım,0.0,0.0,0.0,0.0
şimdiye kadar böyle lezzetli böyle farklı bir kahve içmedim tadı enfesgünde 2 kez içiyorum sonra kalmamı sağlıyor  memnunum tüketmeye devamedeceğim fiyatı da çok uygun,1.0,0.0,1.0,0.0
hoş bir tadı var. hem kahve içiyorsunuz hem de kilo vermeye yardımcı oluyor.,1.0,0.0,0.0,0.0
